Image_Area_Code;Image_Country_Code;Label_Light_labels;Label_Area_code;Label_code;Light_values_sum;NN_polygon;fid,N,20,0;zipfile.x,C,254;ADM1NAME,C,254;URBAN_RURA,C,254;ALT_DEM,N,24,15;LATNUM,N,24,15;LONGNUM,N,24,15;Corrected Latitude;Corrected Longitude;Estimated_dislocation_km;Town_community;Cluster_Code;cluster,N,24,15;DATUM,C,254;id,C,254;zipfile.y,C,254;dhs_phase,C,254;country,C,254;v025,N,24,15;v000,C,254;region,C,254;surveynum,N,24,15;year_mean,N,24,15;education,N,24,15;time2water,N,24,15;time2wat_1,N,24,15;electricit,N,24,15;radio_f,N,24,15;tv_f,N,24,15;refridgera,N,24,15;bicycle_f,N,24,15;motorcycle,N,24,15;car_f,N,24,15;V005_sum,N,24,15;V201_mean,N,24,15;v190_mean,N,24,15;v190_min,N,24,15;v190_max,N,24,15;v190_sd,N,24,15;v191_mean,N,24,15;v191_min,N,24,15;v191_max,N,24,15;v191_sd,N,24,15;chborn_mea,N,24,15;chdied_mea,N,24,15;poorest_me,N,24,15;poorer_mea,N,24,15;middle_mea,N,24,15;richer_mea,N,24,15;richest_me,N,24,15;houshold_i,N,10,0;gini2a,N,24,15;meiEA,N,24,15;dhs_point;Light_values_sum_log10_1_plus_value
TZA_Rectangle;TZA_Rectangle;Medium_light;TZA_rectangle;1;3.3258338;POLYGON ((35.88445243385088 -6.380720816944448, 35.90459091606988 -6.380720816944448, 35.90459091606988 -6.400755705474868, 35.88445243385088 -6.400755705474868, 35.88445243385088 -6.380720816944448));45852;TZGE7AFL;Dodoma;U;1041;-6.404046;35.908923;-6.392521;35.903126;1.35;Mvumi Mission;TZ011;11;WGS84;TZ_7_2_11;TZIR7BFL;7;TZ;1;TZ7;Dodoma;2;2015;2;3.666666667;7.668736781;0.1052631579;0.3684210526;0.1578947368;0;0.4210526316;0;0;21346937;3.473684211;3.105263158;1;5;1.486783883;-7656.368421;-142623;183476;104299.2333;3.473684211;0.8947368421;0.2105263158;0.1578947368;0.1578947368;0.2631578947;0.2105263158;19;0.2539394367;220860.6316;POINT (35.903126 -6.392521);0.636069829682486
TZA_Rectangle;TZA_Rectangle;No_light;TZA_rectangle;0;0.19673221;POLYGON ((35.94486788050787 -6.480895259596549, 35.96500636272686 -6.480895259596549, 35.96500636272686 -6.500930148126969, 35.94486788050787 -6.500930148126969, 35.94486788050787 -6.480895259596549));45853;TZGE7AFL;Dodoma;R;985;-6.494254;35.946378;-6.486413;35.962092;1.94;Ikombolinga;TZ012;12;WGS84;TZ_7_2_12;TZIR7BFL;7;TZ;2;TZ7;Dodoma;2;2015;2;208;95.18403227;0;0.2666666667;0;0;0.6666666667;0;0;24280320;3.6;1.533333333;1;3;0.8338093878;-92122.13333;-127002;-59425;20050.22479;3.6;0.8666666667;0.6666666667;0.1333333333;0.2;0;0;15;0.07994422729;136394.8667;POINT (35.962092 -6.486413);0.077996980205577
TZA_Rectangle;TZA_Rectangle;Medium_light;TZA_rectangle;1;1.9701428;POLYGON ((35.74348305831792 -6.060162600457726, 35.76362154053692 -6.060162600457726, 35.76362154053692 -6.080197488988146, 35.74348305831792 -6.080197488988146, 35.74348305831792 -6.060162600457726));45854;TZGE7AFL;Dodoma;R;1105;-6.040452;35.686055;-6.06477;35.7538;7.81;Msalato;TZ013;13;WGS84;TZ_7_2_13;TZIR7BFL;7;TZ;2;TZ7;Dodoma;2;2015;2;28.08333333;27.74054576;0;0;0;0;0.3333333333;0;0;18349680;2.25;2.416666667;1;4;0.9962049199;-62579.33333;-102819;-24744;28285.40179;2.25;0.3333333333;0.25;0.1666666667;0.5;0.08333333333;0;12;0.09295073317;165937.6667;POINT (35.7538 -6.06477);0.47277733004487
TZA_Rectangle;TZA_Rectangle;No_light;TZA_rectangle;0;0.92332673;POLYGON ((35.8038985049749 -6.240476597231508, 35.8240369871939 -6.240476597231508, 35.8240369871939 -6.260511485761928, 35.8038985049749 -6.260511485761928, 35.8038985049749 -6.240476597231508));45855;TZGE7AFL;Dodoma;R;1216;-6.249205;35.822029;-6.244654;35.822384;0.59;Nghong'onha;TZ014;14;WGS84;TZ_7_2_14;TZIR7BFL;7;TZ;2;TZ7;Dodoma;2;2015;1;14.76190476;13.08397784;0;0.4761904762;0.1904761905;0;0.5238095238;0.1428571429;0;45890733;3.238095238;3.476190476;2;4;0.7496030696;-19596.28571;-87492;39615;36148.76256;3.238095238;0.380952381;0;0.1428571429;0.2380952381;0.619047619;0;21;0.09629210313;208920.7143;POINT (35.822384 -6.244654);0.284053067380877
TZA_Rectangle;TZA_Rectangle;Medium_light;TZA_rectangle;1;9.483058;POLYGON ((35.74348305831792 -6.200406820170667, 35.76362154053692 -6.200406820170667, 35.76362154053692 -6.220441708701088, 35.74348305831792 -6.220441708701088, 35.74348305831792 -6.200406820170667));45856;TZGE7AFL;Dodoma;U;1185;-6.212701;35.757304;-6.219061;35.758425;0.7;Ntyuka;TZ015;15;WGS84;TZ_7_2_15;TZIR7BFL;7;TZ;1;TZ7;Dodoma;2;2015;2;0;0;0.04545454545;0.5909090909;0.04545454545;0;0.4090909091;0.04545454545;0.09090909091;42614792;2.454545455;4.045454545;3;5;0.5754727024;47459.09091;-60101;182376;59452.38471;2.454545455;0.1818181818;0;0;0.1363636364;0.6818181818;0.1818181818;22;0.1145335922;275976.0909;POINT (35.758425 -6.219061);1.02048798864023
TZA_Rectangle;TZA_Rectangle;No_light;TZA_rectangle;0;0.3773901;POLYGON ((35.52195975390897 -6.060162600457726, 35.54209823612797 -6.060162600457726, 35.54209823612797 -6.080197488988146, 35.52195975390897 -6.080197488988146, 35.52195975390897 -6.060162600457726));45857;TZGE7AFL;Dodoma;U;980;-6.075857;35.520361;-6.063516;35.541579;2.6;Chigongwe;TZ016;16;WGS84;TZ_7_2_16;TZIR7BFL;7;TZ;1;TZ7;Dodoma;2;2015;2;82.72727273;76.20248147;0;0.07692307692;0;0;0.1538461538;0.07692307692;0;13006552;3.923076923;1.461538462;1;4;0.967417922;-119367.4615;-213877;-2661;57497.13039;3.923076923;1.076923077;0.7692307692;0.07692307692;0.07692307692;0.07692307692;0;13;0.279162749;109149.5385;POINT (35.541579 -6.063516);0.139056957166201
TZA_Rectangle;TZA_Rectangle;No_light;TZA_rectangle;0;0.08789565;POLYGON ((35.68306761166094 -5.619395052788484, 35.70320609387993 -5.619395052788484, 35.70320609387993 -5.639429941318904, 35.68306761166094 -5.639429941318904, 35.68306761166094 -5.619395052788484));45858;TZGE7AFL;Dodoma;R;1129;-5.65481;35.666554;-5.62888;35.698924;4.5;Babayu;TZ017;17;WGS84;TZ_7_2_17;TZIR7BFL;7;TZ;2;TZ7;Dodoma;2;2015;3;33.88888889;16.58804988;0;0.619047619;0.1428571429;0;0.619047619;0;0;41070603;2.428571429;3.333333333;1;4;0.9660917831;-218.5714286;-110052;82695;61893.47321;2.428571429;0.3333333333;0.09523809524;0.04761904762;0.2857142857;0.5714285714;0;21;0.1509433385;228298.4286;POINT (35.698924 -5.62888);0.036587240212732
TZA_Rectangle;TZA_Rectangle;No_light;TZA_rectangle;0;0.19678828;POLYGON ((35.38099037837601 -6.100232377518568, 35.40112886059501 -6.100232377518568, 35.40112886059501 -6.120267266048987, 35.38099037837601 -6.120267266048987, 35.38099037837601 -6.100232377518568));45859;TZGE7AFL;Dodoma;R;870;-6.125279;35.403209;-6.120159;35.391216;1.48;Chimendel;TZ018;18;WGS84;TZ_7_2_18;TZIR7BFL;7;TZ;2;TZ7;Dodoma;2;2015;2;136.5789474;157.7978016;0;0.4210526316;0.05263157895;0;0.2105263158;0.05263157895;0;49562127;2.315789474;1.631578947;1;5;1.116070802;-80695.52632;-122274;94389;47746.17252;2.315789474;0.3157894737;0.6315789474;0.2631578947;0;0.05263157895;0.05263157895;19;0.1273485318;147821.4737;POINT (35.391216 -6.120159);0.07801732754892
TZA_Rectangle;TZA_Rectangle;No_light;TZA_rectangle;0;0.09587817;POLYGON ((35.13932859174808 -5.09848795099756, 35.15946707396706 -5.09848795099756, 35.15946707396706 -5.11852283952798, 35.13932859174808 -5.11852283952798, 35.13932859174808 -5.09848795099756));45860;TZGE7AFL;Dodoma;R;1331;-5.086653;35.159451;-5.102525;35.148222;2.15;Kinyamshindo;TZ019;19;WGS84;TZ_7_2_19;TZIR7BFL;7;TZ;2;TZ7;Dodoma;2;2015;2;57.8125;47.15113113;0.05263157895;0.3684210526;0.1052631579;0;0.3684210526;0.1052631579;0;22380385;3.894736842;2.368421053;1;4;1.342076596;-56030;-137022;47052;59931.308;3.894736842;0.2631578947;0.3684210526;0.2631578947;0;0.3684210526;0;19;0.1872566028;172487;POINT (35.148222 -5.102525);0.039762275829319
TZA_Rectangle;TZA_Rectangle;Medium_light;TZA_rectangle;1;1.6043577;POLYGON ((36.14625270269782 -5.218697282180081, 36.16639118491681 -5.218697282180081, 36.16639118491681 -5.238732170710501, 36.14625270269782 -5.238732170710501, 36.14625270269782 -5.218697282180081));45861;TZGE7AFL;Dodoma;R;1387;-5.218571;36.162738;-5.221083;36.162447;0.26;Soya;TZ020;20;WGS84;TZ_7_2_20;TZIR7BFL;7;TZ;2;TZ7;Dodoma;2;2015;2;30;32.91402943;0.1428571429;0.5;0.07142857143;0.07142857143;0.3571428571;0.07142857143;0;25274648;3.071428571;3.357142857;2;5;0.7449463437;-24144.64286;-85312;89055;50418.32604;3.071428571;0.6428571429;0;0.07142857143;0.5714285714;0.2857142857;0.07142857143;14;0.1255147729;204372.3571;POINT (36.162447 -5.221083);0.415700632917459
TZA_Rectangle;TZA_Rectangle;Medium_light;TZA_rectangle;1;4.4849153;POLYGON ((36.42819145376374 -3.295347983259747, 36.44832993598274 -3.295347983259747, 36.44832993598274 -3.315382871790167, 36.42819145376374 -3.315382871790167, 36.42819145376374 -3.295347983259747));45862;TZGE7AFL;Arusha;U;1543;-3.287628;36.47002;-3.30088;36.44679;3.07;Olarash;TZ021;21;WGS84;TZ_7_2_21;TZIR7BFL;7;TZ;1;TZ7;Arusha;2;2015;3;2;3.769685175;0.55;0.85;0.65;0.35;0.2;0.2;0.15;24012300;1.55;4.55;4;5;0.5104177855;115915.25;2858;236450;88121.01139;1.55;0.05;0;0;0;0.45;0.55;20;0.1401018125;344432.25;POINT (36.44679 -3.30088);0.739169925433677
TZA_Rectangle;TZA_Rectangle;Medium_light;TZA_rectangle;1;1.3987918;POLYGON ((36.08583725604083 -3.535766645624789, 36.10597573825983 -3.535766645624789, 36.10597573825983 -3.555801534155209, 36.08583725604083 -3.555801534155209, 36.08583725604083 -3.535766645624789));45863;TZGE7AFL;Arusha;R;1075;-3.552966;36.099699;-3.549752;36.103015;0.49;Makuyuni;TZ022;22;WGS84;TZ_7_2_22;TZIR7BFL;7;TZ;2;TZ7;Arusha;2;2015;2;39.28571429;40.13712759;0.2666666667;0.6;0.2;0;0.2;0.3333333333;0;18068880;2.4;4.066666667;3;5;0.5936168397;49618.13333;-51948;153603;57226.46019;2.4;0;0;0;0.1333333333;0.6666666667;0.2;15;0.1120283578;278135.1333;POINT (36.103015 -3.549752);0.379992555581434
TZA_Rectangle;TZA_Rectangle;No_light;TZA_rectangle;0;0.7571698;POLYGON ((36.97193047367661 -3.275313094729327, 36.9920689558956 -3.275313094729327, 36.9920689558956 -3.295347983259747, 36.97193047367661 -3.295347983259747, 36.97193047367661 -3.275313094729327));45864;TZGE7AFL;Arusha;R;1235;-3.245863;36.987484;-3.285956;36.979747;4.49;Maruvango;TZ023;23;WGS84;TZ_7_2_23;TZIR7BFL;7;TZ;2;TZ7;Arusha;2;2015;2;34.66666667;36.22679881;0;0.375;0.0625;0;0.1875;0.1875;0;16394016;3.125;2.875;2;4;0.8850612032;-40645.1875;-78990;28034;40436.90369;3.125;0.3125;0;0.4375;0.25;0.3125;0;16;0.1129513716;187871.8125;POINT (36.979747 -3.285956);0.244813730556144
TZA_Rectangle;TZA_Rectangle;No_light;TZA_rectangle;0;0.67232203;POLYGON ((36.97193047367661 -3.415557314442268, 36.9920689558956 -3.415557314442268, 36.9920689558956 -3.435592202972688, 36.97193047367661 -3.435592202972688, 36.97193047367661 -3.415557314442268));45865;TZGE7AFL;Arusha;R;956;-3.4541;37.019346;-3.435279;36.973631;4.87;Samaria;TZ024;24;WGS84;TZ_7_2_24;TZIR7BFL;7;TZ;2;TZ7;Arusha;2;2015;2;85.65217391;43.88270388;0;0.5652173913;0;0;0.6086956522;0.2173913043;0;28695099;3.347826087;2.652173913;1;4;0.7140598175;-52548.86957;-92829;26010;26613.52268;3.347826087;0.04347826087;0.08695652174;0.2173913043;0.652173913;0.04347826087;0;23;0.07965173192;175968.1304;POINT (36.973631 -3.435279);0.223319910893369
TZA_Rectangle;TZA_Rectangle;Bright_light;TZA_rectangle;2;10.657193;POLYGON ((36.77054565148666 -3.355452648851008, 36.79068413370565 -3.355452648851008, 36.79068413370565 -3.375487537381428, 36.77054565148666 -3.375487537381428, 36.77054565148666 -3.355452648851008));45866;TZGE7AFL;Arusha;R;1261;-3.390503;36.788138;-3.373743;36.785266;1.81;Tengeru;TZ025;25;WGS84;TZ_7_2_25;TZIR7BFL;7;TZ;2;TZ7;Arusha;2;2015;2;16.66666667;14.45072764;0.8421052632;0.7368421053;0.6315789474;0.2105263158;0.1578947368;0.3157894737;0.1052631579;19676875;2.315789474;4.631578947;3;5;0.5972647204;123892.3158;-46693;243832;83126.51571;2.315789474;0.2105263158;0;0;0.05263157895;0.2631578947;0.6842105263;19;0.129503747;352409.3158;POINT (36.785266 -3.373743);1.06659398684053
TZA_Rectangle;TZA_Rectangle;Bright_light;TZA_rectangle;2;12.0425625;POLYGON ((36.68999172261068 -3.335417760320587, 36.71013020482967 -3.335417760320587, 36.71013020482967 -3.355452648851008, 36.68999172261068 -3.355452648851008, 36.68999172261068 -3.335417760320587));45867;TZGE7AFL;Arusha;U;1436;-3.356159;36.698634;-3.35286;36.696335;0.64;Ilboru 1;TZ026;26;WGS84;TZ_7_2_26;TZIR7BFL;7;TZ;1;TZ7;Arusha;2;2015;3;3.5;4.780474995;0.7368421053;0.7368421053;0.7894736842;0.3157894737;0.1578947368;0;0.1578947368;19213978;1.736842105;4.736842105;4;5;0.4524139284;141626.8947;4785;253259;77612.91855;1.736842105;0.2105263158;0;0;0;0.2631578947;0.7368421053;19;0.116276738;370143.8947;POINT (36.696335 -3.35286);1.1153629265399
TZA_Rectangle;TZA_Rectangle;Bright_light;TZA_rectangle;2;75.68985;POLYGON ((36.68999172261068 -3.395522425911848, 36.71013020482967 -3.395522425911848, 36.71013020482967 -3.415557314442268, 36.68999172261068 -3.415557314442268, 36.68999172261068 -3.395522425911848));45868;TZGE7AFL;Arusha;U;1309;-3.3992;36.693401;-3.399023;36.696637;0.32;Njiro;TZ027;27;WGS84;TZ_7_2_27;TZIR7BFL;7;TZ;1;TZ7;Arusha;2;2015;2;0;0;0.5769230769;0.5769230769;0.5384615385;0.1538461538;0.4615384615;0.1153846154;0.07692307692;61731436;1.615384615;4.576923077;4;5;0.5038314737;116480.0769;32520;232019;57489.26402;1.615384615;0.07692307692;0;0;0;0.4230769231;0.5769230769;26;0.09278556446;344997.0769;POINT (36.696637 -3.399023);1.88473788832073
TZA_Rectangle;TZA_Rectangle;Bright_light;TZA_rectangle;2;38.96188;POLYGON ((36.66985324039169 -3.375487537381428, 36.68999172261068 -3.375487537381428, 36.68999172261068 -3.395522425911848, 36.66985324039169 -3.395522425911848, 36.66985324039169 -3.375487537381428));45869;TZGE7AFL;Arusha;U;1336;-3.39475;36.684636;-3.393364;36.686325;0.28;Jaruo;TZ028;28;WGS84;TZ_7_2_28;TZIR7BFL;7;TZ;1;TZ7;Arusha;2;2015;2;1.176470588;4.850712501;0.7222222222;0.6111111111;0.6111111111;0.2222222222;0.2777777778;0.1111111111;0.1111111111;28614672;1.444444444;4.833333333;4;5;0.3834824944;145013.6111;42662;220373;52139.5497;1.444444444;0.1666666667;0;0;0;0.1666666667;0.8333333333;18;0.07688021636;373530.6111;POINT (36.686325 -3.393364);1.60164591134624
TZA_Rectangle;TZA_Rectangle;Bright_light;TZA_rectangle;2;38.96188;POLYGON ((36.66985324039169 -3.375487537381428, 36.68999172261068 -3.375487537381428, 36.68999172261068 -3.395522425911848, 36.66985324039169 -3.395522425911848, 36.66985324039169 -3.375487537381428));45870;TZGE7AFL;Arusha;U;1364;-3.381663;36.672194;-3.378079;36.676173;0.57;Ngarenaro;TZ029;29;WGS84;TZ_7_2_29;TZIR7BFL;7;TZ;1;TZ7;Arusha;2;2015;3;0;0;0.8;0.8;0.68;0.16;0.16;0.24;0.12;23427200;1.72;4.84;4;5;0.3741657387;140588.32;23504;197308;50182.82346;1.72;0.08;0;0;0;0.16;0.84;25;0.07210002392;369105.32;POINT (36.676173 -3.378079);1.60164591134624
TZA_Rectangle;TZA_Rectangle;Bright_light;TZA_rectangle;2;33.2715;POLYGON ((36.64971475817269 -3.375487537381428, 36.66985324039169 -3.375487537381428, 36.66985324039169 -3.395522425911848, 36.64971475817269 -3.395522425911848, 36.64971475817269 -3.375487537381428));45871;TZGE7AFL;Arusha;U;1378;-3.375958;36.660075;-3.375958;36.660075;0.35;Sombetini;TZ030;30;WGS84;TZ_7_2_30;TZIR7BFL;7;TZ;1;TZ7;Arusha;2;2015;3;0;0;0.9642857143;0.75;0.9642857143;0.8214285714;0.03571428571;0;0.25;28633276;0.9642857143;5;5;5;0;211983.6786;185561;253749;22832.87686;0.9642857143;0;0;0;0;0;0;28;0.02822376006;440500.6786;POINT (36.660075 -3.375958);1.53493311310995
